authorid,paperids
1646608,1214962 1326853 55289 920493 86274 1353294 2104510 154185 337144 1222335 108069 1109704 452542 1276973 637230 1726576 937798 2010045
1651375,1533765 1598786 1603273 1139124 2121798 211291 1346607 2139637 867096 1305333 1867190 1124741 201073 1089730 225562
1651397,1614800 978694
1651687,1452538 1806701 1392953 617364 180962 1969545 726094 821148 1230688 703698 1624707 2034417 1302099 556151 1555635 1312247 1479493 899483 350489 2043968 961209 1826771 283624 417219 1904660 1426843 1654003 1929957 1928448 1858560 1659377 1365483 193396 1100349 1283274 1498635 1019000 68907 395419
1652424,480718 565811 2198420 289719 393968 1938941 189166 936951 2252357 2014304 792865 876602 1030520 1514477 761724 1227974 282211 958355 1899096 1279539 239247 1130135 1815092 1122905 1442097 719970 1400226 560839 1542081 563450 1685841 1805188 17627 2114300 1718347 1565441 412527 600967 2131329 2189288 1505236 2234402 970360 1531944 1953701 392822 42658 352977 71237 692262 319704 1557319 574595 1699008 1428995 1190626 1284378 201636 312974 5673 1504629 2009741 1749663 661521 544001 1400639 2198370 1790686 108474 1225684 1236040 1070917 1654401 1184271 340079 302312 153431 492192 313422 1022820 1322008 354025 1195064 1785704 671497 249439 1491689 2012117 578323 1474831 666278 2238995 1128871 1792414 1246421 105272 1100279 938733 1798728 1770078 154419 304780 1506818 1044784 1296930 538421 731589 1197952 1198015 637754 1885593 1204328 1570734 1728506 761767 691889 923460 39482 815472 1796398 208465 1776677 1542874 1937418 1657438 63222 946525 440151 1458805 1254170 489484 2096410 212654 1024554 483170 888554 946521 424586 1727594 187455 782536 988368 2199490 755973 1520404 281124 11989 218652 1620062 1482106 707389 371810 994170 1343138 1096331 1441595 1596113 1319352 1533301 1574339 976268 2003135 2243615 1060944 12009 33919 1132417 814837 791702 1604248 1536931 401812 2133787 2144646 1282449 1474486 47501 1062886 2251532 260754 1474486 1519628 1744701 1115380 1953558 1331034 691561 84725 947090 853148 1010371 1293907 209634 1917395 1519632 1020330 387897 1560983 990986 1264955 1635061 1019315 1240891 959740 429529 239979 2029994 1869926 269442 893170 2005787 901925 303205 880468 522875 459492 422439 1865521 1330286 1392112 1332649 1797075 767687 227868 2021747 213259 462339 2121532 1175359 457213 1272146 625112 734589 997561 1501845 2062871 457063 776934 1839047 2167790 901749 13207 1267675 1310144 1692378 900649 727634 407562 866189 603771 192914 542326 730671 687168 1685268 474856 740213 911527 89248 1483555 1526885 263121 1775581 2161364 860832 1894737 1677708 1501730 1831916 2113041 598479 1714160 2114822 2152326 1429639 229966 603785 1512407 1133448 504977 1160772 1372448 2085985 1297646 214292 1541202 424712 1053644 2106255 82466 401914 1566122 2120797 2009039 2099689 1200812 1426218 648810 434697 1356596 2166038 446081 1355883 1939500 619482 253036 1025082 1274671 557383 2217695 1235818 1780059 1927417 63069 2063047 287436 924070 1793102 107839 1955815 1816509 841235 853972 439990 1221985 2086117 702138 2150137 1579487 1870409 506889 1423318 2252987 1044414 893486 1220675 434024 1769712 1447404 2232357 1797094 1161898 1558653 518181 2118748 2046793 1476268 1327875 300042 1224615 1432872 1611446 1734064 681110 2135059 773322 591923 750028 148188 1783858 313767 529959 212119 692884 1816331 1366975 657895 1065336 1993507 1684035 786349 660800 857185 1519965 1746409 2087546 1130962 909084 1749752 1311199 1935581 1194847 286286 216085 1625771 2149714 1714183 154910 383746 480931 1132656 1795469 1921274 290266 181096 771945 1036216 1444799 553683 1096854 1743336 992245 2200785 481563 2197140 632548 1514678 744886 700354 1552684 659409 2109286 1688300 2067102 989831 1577883 146013 1826315 440452 2047523 1543220 469698 1442885 1405130 2138593 907661 1211783 1077081 1631356 559920 573523 2227285 733546 358393 1857848 670288 324355 856178 1880957 782238 2079393 383872 23120 1270017 2176146 290887 1058273 460349 475887 660807 1973514 1152271 1087278 477292 704426 140390 1337589 2234268 8883 1630616 605771 1317491 494470
1653687,1909258 848034 518515 2231576 2202372 517591 1958291 2169712 1175237 1199268 1313328 629765 98083 1846323
1654947,37079 207329 1047513 682857 671896 2166791 1667872 259282 1246067 528720 1818464 597790 1250460 1556894 764025 1613843 624179 91841 1684578 99609 1900906 1863136 892908 243579 361532 520830 588069 2055038 219574 739142 1018018 1310173 256725 2096231 617381 1384158 34495 1989387 1436872 1328805 1400869 1869096 507561 2165776 1962709
1657929,2121062 340625 254869 1521367 1024683 2035197 1508341 1332935 604123 2252015 1162219 1696971 1568404
1658428,625700 166102 1194732 1784268 1791441 406554 2034687 2188496 1577835 2082600 2143849 1979687 1360148 1174113 2236292 676346 1438981
1659355,230160 763466 635072 615208 857569 2129989 1564303 2042012 454705 1690555 2100593 1660692 227946 1869121 1769318 1940067 701956 1683817 119244 2081554 986874 26698 998175 41598 228885 1902028 247322 102092 1744060 1937292 1307229 1951708 645649 48117 439128 624540 301014 89937 1782633 2242338 1110678 1256273 2253325 1733405 1481315 1682488 2018865 1356139 1403108 1319979 649756 294793 370651 1916333 1812617 1030964 725003 1308255 1947353 2011756 20236 859088 92317 2120430 178395 1735048 623043 241066 1362812 1047841 681604 775115 1128914 1844723 805322 844082 2022911 624735 1847339 438348 1124112 1424568 279219 1265074 589926 1371717 1517557 1663598 226954 227193 2248227 425741 2156992 587870 621364 1865803 1026690 845642 718177 790146 1682864 1358680 546639 1583514 1792469 1516797 1188082 2207538 678291 330338 149666 575566 81934 1452894 1425503 1282984 1102103 431336 1251922 172761 1933828 516635 1109229 648039 1120237 1274151 1312739 976656 687428 284967 1108404 472602 1523802 254217 148296 2083128 231645 1798934 1823144 1218679 1211194 434717 2014120 899839 517246 1834949 923066 276530 850686 1716583 1212616 523639 1285086 781701 1539653 172546 1760014 1525355
1663123,457835 295912 1937145 706882 195141 496237 433573 1566137 994290 1791061 346633 860861 66360 606751 1955292 1993551 975001 210371 1803106 862626 1473027 2094873 1802005 862973 484590 575592
1663558,567889 864443 622473 1446647 2047648 1447413 1035230 397519 1724631 1503588 1508022 894682 2009491
1663660,900561 1168537 997971 471131 730991 637286 482476 2044598 579914 1779765 604835 852815 1117192 179591 50542 1471312 530424 1766911 2170151 817424 919023 1412504 1601057 700151 738560
1663944,257076 1118962 1043815 819251 305288 1023920 572570
1664769,138299 303689 1834802 2092985 1461953 1057000 1211747 1884749 1697293 379205 1633583 278306 350212 653517 1257179 202298 892876 881755 2202843 981103 390865 752581 2183961 130554 421513 2101653 2085046 1020001 2207088 2179345 1009404 1079920 767167 814119 807149 20359 86511 2190154 1238409 708745 2164728 333619 807089 864607 94634 1243864 1451143 2040710 1995231 301384 1369000
1664936,358747 71214 1311191 330153 799093 1405595 444317 1064423 2012455 1060654 880556 688294 1097099 211830 92350 616748 390497 254151 1118001 1955884 1705870 355549 1738876 1800980 1596194 1768134 2245419 2108681 2240070 569736 1232185 166545 454763 23269 97130 209721 970159 945404 210752 2101438 582174 499003 1590774 1598412 1734301 844603 1811529 1514610 1842362 82708
1666675,1135779 961215 630137 1576071 85000 741066 456564 2150612 759940 2146131 1403596 209172 180637 716622 1273694 1532050 1339071 1315444 588247 1383573 3581 856303 350651
1670088,1158433 756998 1926725 1301651 1768785 913988 1106236 2113427 2258715 1339688 888402 1526308 1063591 1113607 2215483 192393 841835 993644 1636562 1984585 2116378 247093 352305 1121413 436423 284875 583788 1378510 956560 1523514 1316845 276003 399451 1948998 1258286 1350578 822435 1796242 716023 1186669 568720 2016277 317276 1613712 1104300 902640 1909540 638593 847762 1874754 525660 2204123 249272 1970987 42891 1758192 1958844 1646417 889413 1486429 1595893 1202783 838935 1470439 1308099 1672922 1261144 911159
1670129,1359936 1949306 2136708 157088 1509531 492815 195825 1197878 265240 1413093 1752006 1708689 1976478 986506 82210 1305454 983190 2168001 555391 2192332 2062372 326761 89637 2198945 626362 1572689 112621 887633 1332813 1635788 1442998 627020 841234 447378 196538 2086473 1916416 612899 1230226 248769 1945557 1842260 1594918 1780356 1116433 145884 858246 1935265 2000098 1187661 2205026 706696 1926151 1328630 647341 1831378 56993 1231705 742059 1471327 480711 769640 408883 2195375 1426202 940456 910830 1309194 1990367 633671 1850919 213707 2130007 967255 1522033 1641680 164424 793172 1292470 263671 1452441 755379 402314 573030 1556469 1154375 747845 743916 1036540 381400 1956470 118779 2195700 2087290 868318 2237288 1963957 1634374 1083573 699094 1578791 1520650 1254721 578909 1285814 2110017 415176 1453903 675648 1822979 1559228 1675115 542086 2086372 750687 365685 1683004 488546 547342 82544 1955988 95421 879560 1683108 2054462 1883678 39717 1454061 1986577 1712889 1731006 932864 925199 1044824 23183 229989 1902908 2154159 1749596 1091289 1218266 2197568 1875577 1063071 1715515 1726765 1924924 2224025 2046770 704355 295031 1117908 1639878 2140677 1889407 566985 803996 1045183 288483 1213576 2093280 113915 742576 1192345 113270 148254 601580 1639161 418142 701452 1335972
1670498,1055187 1271946 148845 660792 981154 36931 1747687 1124482 969014 1565372 743754 2040545 349554 1175455 701833 1447874 2105007 1983444 513266 870330 975641 1048702 1705684 108271 1461651 1971671 100465 2222300 492090 1369008 402243 1412948 646980 738318 1179262 1830611 337475 442366 1155633 1384050 827893 992389 1272285 2187546 1173570 1910312 1964716 1917885 1916868 1326415 1279810 1678343 1508398 1358080 524944 1110336 1662282 1751088 2193373 190337 61880 330655
1671537,333687 621538 1586881 120644 1362190 2125032 1992489 228187 1162706 1826126 1598421 612397 1258978 346892 603703 904891 688924 1544718 60954 872335 386002 1142165 109042 616303 327 695300 697292 209645 521326 1630503 1991758 2072542 262865 103179 1192073 1204782 71319 1353530 546292 2158682 1840089 667656 116476 84586 234298 1192263 1869042 2075379 2132747 1008895 757210 2250045 1717951 1536381 1071925 2070131 2012656 259021 2214668 1156465 1688904 1908986
1672640,1742787 1439931 1220247 189736 1733222 518930 1441124 2143697 777978 1349349 1037541 1946044 381424 1449251 1763792 259071 1399160 1088766 354753 2238208 1897281 286531 1725938 1915031 227265 1030851 852274 340270 882905 1488521 1442106 822574 1094391 1278352 896647 521873 519492 1802871 554120 495646 124871 1128017 263303 442480 1865708 550972 2006663 1795777 844736 1559507 1982718 291266 1276994 403467 297721 1394111 603100 1335257 908455 2019765 70378
1676674,1982724 1312584 1265720 2005328 755054 1693192 945604 656127 450906 2053865 1232629 1565418 2045802 619347 1305963
1676832,1552747 1222981 273204 1619224 384886 542614 919114 381604 692729 314960 1219670 230677 160239 2060156 507600 1603157 1858495 1497530 1791764 1956096 1706475 116241 132914 778689 1232918 718650 2121776 2127266 1834251 30223 884276 1942176 1498187 1975039 351605 51954 811621 1722747 1311019 1050871 1807436 2094140 418723 1409026 1258552 427154 407525 2143466 1019702 1864622 1828540 91801 103572 758809 1738572 129209 734400 1821355 2008136 1398207 300658 126015 1070152 1141365 1145087 973171 1226520 464956 736385 2072727 1642452 2018737 221859 1221051 1034825 1410409 346975 685313 765682
1678812,1896411 2028013 2222211 1103448 1307291 616949 1248826 1956413 636325 137686 1010903 3371 910869 106445 1366612 871693 56759 2188590 1432405 185669 2173961 546694 1081569 690412 657188 1465553 1813125 2020904 1631065 37378 1815266 589148 1256560 1906496 782831 66089 129271 2257076 2096882 1857634 830323 1360691 989008 1974898 837426 2154173 1515588 1197750 1985898 1411856 927137 277622 1924330 195970 2171814 328412 1060103 2105264 998849 611838 1067869 1338374 169616 478723 1868611 629181 1706639 1283626 349558 1049239 447647 605585 236150 959468 355635 38419 1578802 1118428 808799 405015 1517373 213460 595659 754745 1780137 1456260 132842 595228 1734220 13098 836244 419616 1295034 875831 341045 1712815 1428410 1389770 1077621 1021439 1890260 154503 156129 1115676 124411 334635 970252 1348712 890666 1585393 1801956 1341205 1494785 972857 1173287 1316721 874502 1280728 1026743 1450600 1673354 1179140 1614826 131945 250211 1282628 1208591 459281 1759616 1062051 602387 618222 2000712 660022 2160448 541545 1896016 574792 617953 651283 339471 369632 2048585 465538 1950226 201221 64686 1667616 1231723 868698 693489 936966 864651 1852145 2095661 78266 1549713 1400357 770606
1678847,467127 259442 1714442 2127065 598035 450614 274084 1603214 1159963 1533204 1608121 1434270 1865006 281175 895996 326531 857274 1005546 1418325 2209233 1087451 1259936 1339975 1358519 621964 357922 578461 1594833 1788637 1276793 1276932 747598 637602 407148 1888255 654680 2135308 1767679 1323982 992439 338765 494423
1681125,600847 1887729 1614735 1302675 558457 1501930 428586 884197 525161 654862 993785 1157925 1310869 1484288 125990 2167419 510834 2049922 360858 422637 437315 932045 2049370 2218412 1527504 1966352 134759 2127259 1030108 599245 501647 1376986 207562 1068621 629964 58700 339238 644554 2153645 1377235 245815 856018 1240763 53809 879855 2079111 438649 270336 1582627 2141025 1329984 19259 1267918 2216535 1155905 1629370 771486 1786067 1760534 1400800 783643 1124579 2131655 230003 451062 1701258
1683169,1447744 511168 954742 145921 1690913 979323 1423444 1937353 1395117 381753 600297 2172251 352290 489134 1972712 600297 657657 666597 341825 578057 775390 326553 1806698 1544160 430879 1765126 1050993 666597 353586 705358 1274485 1685611 1681817 369680 1499437 422653 177986 1180445
1685376,1908280 855991 1992315 362050 2230738 1671278 1376654 377057 1605829 1884518 1516548 277418 787470 510071 1948032 2087634 1702997 469892 575299 1039968 851989 2151587 222261 1864819 1708793 247770 654855 1042318 47988 2102030 2187529 2176121 1457798 194937 439082 83607 1585058 1344737 1866234 2061305 876256 1238426 1821154 182502 1481740 1800588 86192 1088047 1903265 1758222 1673666 1163212 129964 1546637 1241096 1043849 1575150 2156204 564774 334306 188113 801706 858885 2056351 786926 1424389 1559434 864055 2222729 1490462 1335631 1063896 310366 1729182 2166884 137944 706975 1706949 1973067 1401310 573211 1202740 73396 1728525 1659697 2182462 499125 2201931 419200 1801275 655028
1685404,1358453 407344 864889 1147396 724117 1247671
1688282,1533502 245377 867525 1498235 1302521
1689652,1932297 1597021 942632 355995 1794911 555288 1160280 1928765 696826 167018 602625 902458 2161895 1467099 714025 296055 1385306 1988348 10738 1691361 1787001 821572 2136248 641498 1571212 1496185 820214
1689793,337796 1113972 2145526 631060 571976 2164922 1648815 1243694 1285389 980667 1940318 1132687 407014 1933258 1846701 340236 2209921 2035529 660569 841804 1498822 1634290 1844092 1292542 287452 2256308 1039080 1055219 2185516
1689909,784107 2219214 906298 1692677 690480 953036 1067130 1413906 887412 2054199 983710 897251 327275 1098236 1818327 1069404 2180486 125660 1823776 104683 2088968 127428 1324553 1130666 981758 867132 1482100 1893757 1334677 221998 1679636 774270 2024859 535857
1690196,69621 1877677 2153198 700183 293105 384325 1616814 925961 767546 1314454 1346423 45375 1335508 1627266 1091097 1901152 966634
1691067,652720 1964862 1723115 673077 624468 697576 970164 1375183 477701 1413853 2166826 1708442 2130676 1098957 2087705 795947 761797 1210416 773099 2018756 1097652 1130904 1128296 2240929 1424750 2250346 458353 1878213 1958488 542821 1513735 747029 1920944 1439713 931872 1947639 178190 230771 2223455 1705394 1119614 1452489 379004 130738 1991893 151527 935126 501737 434871 2165678 2251906 2035561 1925212 1010888 283202 1837895 418442 947475 474775 1398058 645557 1236464 590073 1767894 1316191 802196 2015424 82679 924990 828892 2106619 1943112 72844 1077604 1323006 1383316 2163094 2190927 1529506 210101 1741651 541418 2247185 82750 1119620 1349476 2013653 1678577 734103 2045621 1850012 811919 1472672 2226535 2046021 1682735 1579554 2151356 304977 807963 1549459 2134519 1128282 286912 1887845 1192565 44873 873001 461654 1106487 1869332 2233855 2064816 50641 1842365 2090082 131677 1487907 1337409 1387954 1862852 128557 930520 338087 1466025 1269147 455154 2117172 362582
